kanji,furigana,meaning,tags,guid,romaji,hanviet
救う,すくう,"to rescue from, to help out of",JLPT JLPT_2 JLPT_3,Pzdj_}ruVB,sukuu,CỨU
すくなくとも,すくなくとも,at least,JLPT JLPT_2 JLPT_3,s64aNUZ0&F,sukunakutomo,
優れる,すぐれる,"to surpass, to outstrip, to excel",JLPT JLPT_2 JLPT_3,"fFuIf,@I[N",sugureru,ƯU
スケート,スケート,"skate(s), skating",JLPT JLPT_2 JLPT_3,DQ0-nYW7>.,sukeeto,
スケジュール,スケジュール,schedule,JLPT JLPT_2 JLPT_3,m}P~NJ788C,sukejuuru,
少しも,すこしも,"anything of, not one bit",JLPT JLPT_2 JLPT_3,pSmTW}7_?},sukoshimo,THIỂU
過ごす,すごす,"to pass, to spend (time)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,oE9$X-z%xN,sugosu,QUÁ
筋,すじ,"muscle, string, line",JLPT JLPT_2 JLPT_3,M#_TzTBk6],suji,CÂN
進める,すすめる,"to advance, to promote, to hasten",JLPT JLPT_2 JLPT_3,u2l`IqNk23,susumeru,TIẾN
勧める,すすめる,"to urge (someone) to do (something), to recommend",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"IBeh,nV1Dt",susumeru,KHUYẾN
スター,スター,star,JLPT JLPT_2 JLPT_3,hHJocr{1ix,sutaa,
スタイル,スタイル,style,JLPT JLPT_2 JLPT_3,wQruLdJqJI,sutairu,
スタンド,スタンド,stand,JLPT JLPT_2 JLPT_3,"Qz:R,pd5SR",sutando,
頭痛,ずつう,headache,JLPT JLPT_2 JLPT_3,hcxF9uQ5ZX,zutsuu,ĐẦU THỐNG
ずっと,ずっと,for a long time; all the time; consecutively,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,OCoZDHO:^u,zutto,
すっぱい,すっぱい,"sour, acid",JLPT JLPT_2 JLPT_3,d)l(J.2Nu=,suppai,
すてき,すてき,"lovely, great",JLPT JLPT_2 JLPT_3,B~-XSf&NNC,suteki,
既に,すでに,already (same as もう),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,d=:dSSUK:`,sudeni,KÍ
すなわち,すなわち,"that is, namely, e.g.",JLPT JLPT_2 JLPT_3,zS=.lQe1_+,sunawachi,
スピーチ,スピーチ,speech,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,pvM3{8vA`1,supiichi,
全て,すべて,"all, the whole, entirely",JLPT JLPT_2 JLPT_3,kq!H^iT|N4,subete,TOÀN
済ませる,すませる,to be finished,JLPT JLPT_2 JLPT_3,vQUpvSA005,sumaseru,TẾ
角,すみ,corner,JLPT JLPT_2 JLPT_3,b^^N<lR$T],sumi,GIÁC
墨,すみ,ink,JLPT JLPT_2 JLPT_3,Pt>IB]Y%[8,sumi,MẶC
すみません (かん),すみません (かん),"sorry, excuse me",JLPT JLPT_2 JLPT_3,Kr6X0TH7=(,sumimasen (kan),
澄む,すむ,"to clear (e.g., weather), to become transparent",JLPT JLPT_2 JLPT_3,d^/yYeQD1M,sumu,TRỪNG
清む,すむ,"to clear (e.g., weather), to become transparent",JLPT JLPT_2 JLPT_3,wMyt{WAjxX,sumu,THANH
刷る,する,to print,JLPT JLPT_2 JLPT_3,MuPBNA;83U,suru,XOÁT
為る,する,"to do, to attempt",JLPT JLPT_2 JLPT_3,z;FwzGK-v+,suru,VI
鋭い,するどい,"pointed, sharp",JLPT JLPT_2 JLPT_3,s@c[Ya@R|h,surudoi,DUỆ
すれ違う,すれちがう,to pass by one another,JLPT JLPT_2 JLPT_3,fP+0(@n(JZ,surechigau,VI
ずれる,ずれる,"move, off the point",JLPT JLPT_2 JLPT_3,F2j?XV=5UF,zureru,
正,せい,"(logical) true, regular",JLPT JLPT_2 JLPT_3,AC@`-8Z+qv,sei,CHÁNH
生,せい,birth,JLPT JLPT_2 JLPT_3,"yDy>Z9R,FJ",sei,SANH
性,せい,"sex, gender",JLPT JLPT_2 JLPT_3,Gy*nj#x|I/,sei,TÍNH
姓,せい,"surname, family name",JLPT JLPT_2 JLPT_3,"sO,Mg|Q.hG",sei,TÍNH
所為,せい,"cause, reason, fault",JLPT JLPT_2 JLPT_3,yy|zc*n):n,sei,SỞ VI
税,ぜい,tax,JLPT JLPT_2 JLPT_3,eEs:NyUxEV,zei,THUẾ
性格,せいかく,"character, personality",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,l3(d&u3o-<,seikaku,TÍNH CÁCH
正確,せいかく,"accurate, punctuality, exact",JLPT JLPT_2 JLPT_3,rg^|Ktq*}h,seikaku,CHÁNH XÁC
世紀,せいき,century,JLPT JLPT_2 JLPT_3,MQfIjnh7j},seiki,THẾ KỈ
請求,せいきゅう,"claim, demand, request",JLPT JLPT_2 JLPT_3,KNbh$sySYl,seikyuu,THỈNH CẦU
税金,ぜいきん,"tax, duty",Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,Ah}s1$;.$[,zeikin,THUẾ KIM
清潔,せいけつ,clean,JLPT JLPT_2 JLPT_3,vJiZ-)))FJ,seiketsu,THANH KHIẾT
制限,せいげん,"restriction, restraint, limitation",JLPT JLPT_2 JLPT_3,P3D^cMd_|f,seigen,CHẾ HẠN
成功,せいこう,"success, hit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,bkv%QuVn22,seikou,THÀNH CÔNG
正式,せいしき,"official, formal",JLPT JLPT_2 JLPT_3,zSQ*)G#Yvj,seishiki,CHÁNH THỨC
性質,せいしつ,"nature, property, disposition",JLPT JLPT_2 JLPT_3,E(70}4c-m*,seishitsu,TÍNH CHẤT
精神,せいしん,"mind, soul, spirit",JLPT JLPT_2 JLPT_3,tLy]a8CB9?,seishin,TINH THẦN
成人,せいじん,adult,JLPT JLPT_2 JLPT_3,"g@,iQ!8;.",seijin,THÀNH NHÂN
精々,せいぜい,"at the most, at best",JLPT JLPT_2 JLPT_3,q[aqj]#7$-,seizei,TINH
成績,せいせき,"grade (i.e., on a test), academic record",JLPT Genki_Ln.12 Intermediate_Japanese JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,o4$BUl?TFA,seiseki,THÀNH TÍCH
製造,せいぞう,"manufacture, production",JLPT JLPT_2 JLPT_3,OAvZo`.~[q,seizou,CHẾ TẠO
贅沢,ぜいたく,"luxury, extravagance",JLPT JLPT_2 JLPT_3,"iRbk]j,(Bl",zeitaku,CHUẾ TRẠCH
成長,せいちょう,growth,JLPT JLPT_2 JLPT_3,lSq)ru5`@&,seichou,THÀNH TRƯỜNG
生長,せいちょう,growth,JLPT JLPT_2 JLPT_3,G5ys*Os]kn,seichou,SANH TRƯỜNG
制度,せいど,"system, institution",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,]d3#w;wAU,seido,CHẾ ĐỘ
青年,せいねん,"youth, young man",JLPT JLPT_2 JLPT_3,r|D|m%Ih@3,seinen,THANH NIÊN
生年月日,せいねんがっぴ,birth date,JLPT JLPT_2 JLPT_3,H8|M5HOte?,seinengappi,SANH NIÊN NGUYỆT NHẬT
製品,せいひん,"manufactured goods, finished goods",JLPT JLPT_2 JLPT_3,GY93^mZ;)a,seihin,CHẾ PHẨM
政府,せいふ,"government, administration",JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21,zDQAHO%nD/,seifu,CHÁNH PHỦ
生物,せいぶつ,"living thing, organism",JLPT JLPT_2 JLPT_3,nx3;swk;nm,seibutsu,SANH VẬT
生命,せいめい,life,JLPT JLPT_2 JLPT_3,HfE8+JV[><,seimei,SANH MỆNH
整理,せいり,"sorting, arrangement",JLPT JLPT_2 JLPT_3,zlHgN/N7&U,seiri,CHỈNH LÍ
咳,せき,cough,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr,seki,KHÁI
石炭,せきたん,coal,JLPT JLPT_2 JLPT_3,t&C>c}0]R(,sekitan,THẠCH THÁN
責任,せきにん,"duty, responsibility",JLPT JLPT_2 JLPT_3,HKrlH:Fl)i,sekinin,TRÁCH NHÂM
石油,せきゆ,"oil, petroleum, kerosene",JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a",sekiyu,THẠCH DU
世間,せけん,"world, society",JLPT JLPT_2 JLPT_3,pFmc#=7y9*,seken,THẾ GIAN
説,せつ,theory,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3,setsu,THUYẾT
積極的,せっきょくてき,"positive, active, proactive",JLPT JLPT_2 JLPT_3,zQ[EQ]wde[,sekkyokuteki,TÍCH CỰC ĐÍCH
設計,せっけい,"plan, design",JLPT JLPT_2 JLPT_3,i>to8js@e$,sekkei,THIẾT KẾ
絶対,ぜったい,"definitely, without fail, absoluteness",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)",zettai,TUYỆT ĐỐI
セット,セット,set,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni,setto,
愛,あい,love,JLPT JLPT_2 JLPT_3,hFW1YrLt0],ai,ÁI
相変わらず,あいかわらず,"as ever, as usual",JLPT JLPT_2 JLPT_3,Ojow^*$or,aikawarazu,
愛情,あいじょう,"love, affection",JLPT JLPT_2 JLPT_3,Qzcx!}<3R3,aijou,ÁI TÌNH
合図,あいず,"sign, signal",JLPT JLPT_2 JLPT_3,fU+XD$S~|s,aizu,HỢP ĐỒ
アイスクリーム,アイスクリーム,ice cream,JLPT JLPT_2 JLPT_3,NP9A]*VE%:,aisukuriimu,
愛する,あいする,to love,JLPT JLPT_2 JLPT_3,DeM>~uF)IC,aisuru,ÁI
相手,あいて,partner; addressee; the person you are talking to,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M),aite,TƯƠNG THỦ
あいにく,あいにく,unfortunately,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE,ainiku,
遭う,あう,"to meet, to encounter (undesirable nuance)",JLPT JLPT_2 JLPT_3,5(WM8:K%>,au,TAO
アウト,アウト,out,JLPT JLPT_2 JLPT_3,l:i}>N{A|},auto,
明かり,あかり,"lamplight, light (in general)",JLPT JLPT_2 JLPT_3,evqBji16kk,akari,MINH
空き,あき,"vacancy, opening, space",JLPT JLPT_2 JLPT_3,o4~on{17B&,aki,KHÔNG
明らか,あきらか,"obvious, clear",JLPT JLPT_2 JLPT_3,xr&[9MdyXM,akiraka,MINH
諦める,あきらめる,"to give up, to abandon",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS,akirameru,ĐẾ
飽きる,あきる,"to get tired of, to lose interest in",JLPT JLPT_2 JLPT_3,MTVy#<!xxJ,akiru,BÃO
握手,あくしゅ,handshake,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ,akushu,ÁC THỦ
悪魔,あくま,"devil, demon, evil spirit",JLPT JLPT_2 JLPT_3,gY|8LCMcvD,akuma,ÁC MA
明ける,あける,"to dawn, to become daylight",JLPT JLPT_2 JLPT_3,QYMAJT+i|R,akeru,MINH
揚げる,あげる,"to lift, to fry",JLPT JLPT_2 JLPT_3,kDT9EKS)@x,ageru,DƯƠNG
挙げる,あげる,"to raise; to list, to cite",JLPT JLPT_2 JLPT_3,"GPil,F&M@,",ageru,CỬ
預かる,あずかる,to keep (something) for (someone),Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU,azukaru,DỰ
預ける,あずける,"to give into custody, to deposit",JLPT JLPT_2 JLPT_3,ITjUmdJ?SA,azukeru,DỰ
汗,あせ,"sweat, perspiration",JLPT JLPT_2 JLPT_3,L.:p?!w~-_,ase,HÃN
与える,あたえる,to give,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D,ataeru,DỮ
温かい,あたたかい,warm,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/,atatakai,ÔN
暖まる,あたたまる,to warm up,JLPT JLPT_2 JLPT_3,cRMS.07iEY,atatamaru,NOÃN
温まる,あたたまる,"to warm oneself, to get warm",JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr,atatamaru,ÔN
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)",JLPT JLPT_2 JLPT_3,c^bO3wi-j`,atatameru,NOÃN
温める,あたためる,"to warm, to heat",JLPT JLPT_2 JLPT_3,nR%K+*);#2,atatameru,ÔN
辺り,あたり,"vicinity, nearby",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6,atari,BIÊN
当たり前,あたりまえ,"usual, common, obvious",JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ",atarimae,ĐƯƠNG TIỀN
当たる,あたる,"to be hit, to be successful",JLPT JLPT_2 JLPT_3,c~5${Vgwlg,ataru,ĐƯƠNG
あちこち,あちこち,here and there,JLPT JLPT_2 JLPT_3,zllf&_UO$c,achikochi,
扱う,あつかう,"to treat, to handle, to deal with",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA",atsukau,TRÁP
集まり,あつまり,"gathering, meeting, collection",JLPT JLPT_2 JLPT_3,jBK/@[g6Hm,atsumari,TẬP
当てる,あてる,to hit; to apply to,JLPT JLPT_2 JLPT_3,z-r@1e!?]p,ateru,ĐƯƠNG
跡,あと,trace; remains; scar,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;,ato,TÍCH
穴,あな,hole,JLPT JLPT_2 JLPT_3,J_{zaxL58i,ana,HUYỆT
油,あぶら,oil,JLPT JLPT_2 JLPT_3,h++g*X+)DT,abura,DU
脂,あぶら,fat,JLPT JLPT_2 JLPT_3,yaI6J=&24M,abura,CHI
誤り,あやまり,error,JLPT JLPT_2 JLPT_3,Q&O=zHLH43,ayamari,NGỘ
粗,あら,"defect, flaw, fault",JLPT JLPT_2 JLPT_3,uo3L]S3}+n,ara,THÔ
嵐,あらし,storm,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:",arashi,LAM
争う,あらそう,"to dispute, to argue, to fight",JLPT JLPT_2 JLPT_3,gCt~zB/0M*,arasou,TRANH
新た,あらた,"new, fresh",JLPT JLPT_2 JLPT_3,vUk>5+m4>^,arata,TÂN
あらゆる,あらゆる,"all, every",JLPT JLPT_2 JLPT_3,fRH=B?!]8k,arayuru,
表す,あらわす,"to express, to show",JLPT JLPT_2 JLPT_3,J4D9:Mg)~^,arawasu,BIỂU
現す,あらわす,"to show, to appear, to reveal",JLPT JLPT_2 JLPT_3,"J};,Fjv6&g",arawasu,HIỆN
著す,あらわす,"to write, to publish",JLPT JLPT_2 JLPT_3,A}kQPl<:b_,arawasu,TRỨ
現れ,あらわれ,"expression, indication, sign",JLPT JLPT_2 JLPT_3,wIR$)+P>p),araware,HIỆN
現れる,あらわれる,"to appear (v.i.), to become visible; to express",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@,arawareru,HIỆN
ありがとう,ありがとう,Thank you,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;",arigatou,
在る; 有る,ある,"to live, to be, to exist",JLPT JLPT_2 JLPT_3,ugXsXN3GZ/,aru,TẠI
或,ある,"a certain..., some...",JLPT JLPT_2 JLPT_3,fPA~S.(r2^,aru,HOẶC
あるいは,あるいは,"or, perhaps",JLPT JLPT_2 JLPT_3,GpvtMObv5I,aruiha,
アルバム,アルバム,album,JLPT JLPT_2 JLPT_3,LY~;26p.Bn,arubamu,
泡,あわ,"bubble, foam",JLPT JLPT_2 JLPT_3,xuN<Cc$=0q,awa,PHAO
合わせる,あわせる,to combine,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[,awaseru,HỢP
慌てる,あわてる,to become confused、to panic,JLPT JLPT_2 JLPT_3,QKvMMW7GPN,awateru,HOẢNG
哀れ,あわれ,"helpless, pity, pathetic",JLPT JLPT_2 JLPT_3,Di(vg]NB]7,aware,AI
案,あん,"plan, scheme, proposal",JLPT JLPT_2 JLPT_3,wa#Lw#FwSj,an,ÁN
案外,あんがい,unexpectedly,JLPT JLPT_2 JLPT_3,c{:][-]9cx,angai,ÁN NGOẠI
暗記,あんき,"memorization, learning by heart",JLPT JLPT_2 JLPT_3,J|(sO>=G;),anki,ÁM KÍ
安定,あんてい,"stability, equilibrium",JLPT JLPT_2 JLPT_3,tq=A(a}mBR,antei,AN ĐỊNH
あんなに,あんなに,"to that extent, to that degree",JLPT JLPT_2 JLPT_3,qL7ozV1EL!,annani,
あんまり,あんまり,"not very, not much",JLPT JLPT_2 JLPT_3,nQM2*X0Uly,anmari,
胃,い,stomach,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO,i,VỊ
委員,いいん,committee member,JLPT JLPT_2 JLPT_3,"yw,e]%D0#",iin,ỦY VIÊN
意外,いがい,"unexpected, surprising",JLPT JLPT_2 JLPT_3,w~HVZz5(Yv,igai,Ý NGOẠI
行き,いき,going,JLPT JLPT_2 JLPT_3,sv:5&WPn~-,iki,HÀNH
行き,ゆき,going,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8,yuki,HÀNH
息,いき,breath,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO,iki,TỨC
勢い,いきおい,"force, vigor, momentum",JLPT JLPT_2 JLPT_3,b/)jjg52IA,ikioi,THẾ
生き物,いきもの,"living thing, creature",JLPT JLPT_2 JLPT_3,cJD+|G`QOg,ikimono,SANH VẬT
いけない,いけない,"must not do, bad, wrong",JLPT JLPT_2 JLPT_3,rH~_kL3NSH,ikenai,
医師,いし,"doctor, physician",JLPT JLPT_2 JLPT_3,L]3urgx$u7,ishi,Y SƯ
意思,いし,"intention, purpose",JLPT JLPT_2 JLPT_3,GeK4#dpi2R,ishi,Ý TƯ
意志,いし,"will, volition",JLPT JLPT_2 JLPT_3,F^=nB=4_Bt,ishi,Ý CHÍ
維持,いじ,"maintenance, preservation",JLPT JLPT_2 JLPT_3,NkxQSQGjpb,iji,DUY TRÌ
意識,いしき,"consciousness, senses",JLPT JLPT_2 JLPT_3,B.j@@N??C@,ishiki,Ý THỨC
異常,いじょう,"strangeness, abnormality, disorder",JLPT JLPT_2 JLPT_3,O08lYk-IK<,ijou,DỊ THƯỜNG
意地悪,いじわる,"malicious, mean, unkind",JLPT JLPT_2 JLPT_3,Q2_n%:>L!6,ijiwaru,Ý ĐỊA ÁC
泉,いずみ,"spring, fountain",JLPT JLPT_2 JLPT_3,l*ms=cUi*A,izumi,TUYỀN
いずれ,いずれ,"where, which, who",JLPT JLPT_2 JLPT_3,tyll~{/>;},izure,
以前,いぜん,in the past; before,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&,izen,DĨ TIỀN
板,いた,"board, plank",JLPT JLPT_2 JLPT_3,rTsp9B=&#y,ita,BẢN
偉大,いだい,greatness,JLPT JLPT_2 JLPT_3,Dj58mSmcXd,idai,VĨ ĐẠI
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y,idaku,BÃO
いたずら,いたずら,"trick, practical joke",JLPT JLPT_2 JLPT_3,GffoWqmg)Q,itazura,
いただきます,いただきます,expression of gratitude before meals,JLPT JLPT_2 JLPT_3,jhTihku]b|,itadakimasu,
痛み,いたみ,"pain, ache, sore",JLPT JLPT_2 JLPT_3,fCH])@V^N},itami,THỐNG
至る,いたる,"to come, to arrive",JLPT JLPT_2 JLPT_3,go_hN=pqmn,itaru,CHÍ
市,いち,"market, fair",JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d,ichi,THỊ
位置,いち,"place, position",JLPT JLPT_2 JLPT_3,rRL{bp[klU,ichi,VỊ TRÍ
一時,いちじ,"for a time, temporarily",JLPT JLPT_2 JLPT_3,rZn?lv+;:4,ichiji,NHẤT THÌ
一度に,いちどに,all at once,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS,ichidoni,NHẤT ĐỘ
市場,いちば,"market, bazaar",JLPT JLPT_2 JLPT_3,DBqN2uJ#li,ichiba,THỊ TRÀNG
いつか,いつか,"sometime, one day",JLPT JLPT_2 JLPT_3,FR_y9u}n#<,itsuka,
一家,いっか,"family, clan",JLPT JLPT_2 JLPT_3,l/wm^:qD$x,ikka,NHẤT GIA
一種,いっしゅ,"a species, a kind, a variety",JLPT JLPT_2 JLPT_3,sn._eGR[}-,isshu,NHẤT CHỦNG
一瞬,いっしゅん,"a moment, an instant",JLPT JLPT_2 JLPT_3,Qq!{_/r0wa,isshun,NHẤT THUẤN
一生,いっしょう,throughout (one's) life,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM,isshou,NHẤT SANH
一層,いっそう,"much more, still more",JLPT JLPT_2 JLPT_3,CjCbT!QO~},issou,NHẤT TẰNG
一体,いったい,one object; body; what on earth?; generally,JLPT JLPT_2 JLPT_3,K?hP0<cU>&,ittai,NHẤT THỂ
一致,いっち,agreement; conformity,JLPT JLPT_2 JLPT_3,ysxIQslQyD,itchi,NHẤT TRÍ
いつでも,いつでも,"(at) any time, always",JLPT JLPT_2 JLPT_3,N>sX%eJi!w,itsudemo,
いつのまにか,いつのまにか,before one knows,JLPT JLPT_2 JLPT_3,D<V5f@i{!T,itsunomanika,
一般,いっぱん,"general, average",JLPT JLPT_2 JLPT_3,mhggl5@LT?,ippan,NHẤT BÀN
一方,いっぽう,on the other hand; meanwhile,JLPT JLPT_2 JLPT_3,ta7h-#VP%b,ippou,NHẤT PHƯƠNG
いつまでも,いつまでも,"forever, for good, eternally",JLPT JLPT_2 JLPT_3,r@zE/Lc+82,itsumademo,
移動,いどう,"migration, movement",JLPT JLPT_2 JLPT_3,yz:o#%V|;@,idou,DI ĐỘNG
従兄弟,いとこ,cousin (male),JLPT JLPT_2 JLPT_3,CcBJPKt<s5,itoko,TÙNG HUYNH ĐỆ
従姉妹,いとこ,cousin (female),JLPT JLPT_2 JLPT_3,s78r`;/ON~,itoko,TÙNG TỈ MUỘI
稲,いね,rice-plant,JLPT JLPT_2 JLPT_3,HQD[kKI--m,ine,ĐẠO
居眠り,いねむり,"dozing, nodding off",JLPT JLPT_2 JLPT_3,p&}.agckN6,inemuri,CƯ MIÊN
命,いのち,life,JLPT JLPT_2 JLPT_3,"z7V@a,~`Re",inochi,MỆNH
違反,いはん,"violation (of law), infringement",JLPT JLPT_2 JLPT_3,jOqAs(GP-H,ihan,VI PHẢN
衣服,いふく,clothes,JLPT JLPT_2 JLPT_3,pHoA66%Mk&,ifuku,Y PHỤC
居間,いま,living room,JLPT JLPT_2 JLPT_3,G/@=.gt:M?,ima,CƯ GIAN
今に,いまに,"before long, soon",JLPT JLPT_2 JLPT_3,E1NlCS5^&;,imani,KIM
今にも,いまにも,"at any time, soon",JLPT JLPT_2 JLPT_3,Kiwg*7Fayc,imanimo,KIM
イメージ,イメージ,one's image,JLPT JLPT_2 JLPT_3,m5PWtQuC8,imeeji,
否,いや,"no, the noes",JLPT JLPT_2 JLPT_3,t%b|d?y!x;,iya,PHỦ
以来,いらい,"since, henceforth",JLPT JLPT_2 JLPT_3,wKMM5>=Rhf,irai,DĨ LAI
依頼,いらい,request; dependence,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN",irai,Y LẠI
いらいら,いらいら,"getting nervous, irritation",JLPT JLPT_2 JLPT_3,cX)s!En;S_,iraira,
いらっしゃい,いらっしゃい,welcome,JLPT JLPT_2 JLPT_3,c2%8d/UU0k,irasshai,
医療,いりょう,"medical care, medical treatment",JLPT JLPT_2 JLPT_3,kJzii8E*wG,iryou,Y LIỆU
岩,いわ,rock,JLPT JLPT_2 JLPT_3,G|eL<b]=]q,iwa,NHAM
祝い,いわい,"celebration, festival",JLPT JLPT_2 JLPT_3,GZfmX5Jx8(,iwai,CHÚC
祝う,いわう,"to congratulate, to celebrate",JLPT JLPT_2 JLPT_3,X@UPs?&].,iwau,CHÚC
言わば,いわば,so to speak,JLPT JLPT_2 JLPT_3,ISB~|Yz?TD,iwaba,NGÔN
いわゆる,いわゆる,"the so-called, so-to-speak",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je,iwayuru,
インク,インク,ink,JLPT JLPT_2 JLPT_3,q1l^_2FS@C,inku,
印刷,いんさつ,printing,JLPT JLPT_2 JLPT_3,M!0uun/z}U,insatsu,ẤN XOÁT
印象,いんしょう,impression,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p,inshou,ẤN TƯỢNG
引退,いんたい,retirement,JLPT JLPT_2 JLPT_3,CiE>>/IlUa,intai,DẪN THỐI
インタビュー,インタビュー,interview,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{,intabyuu,
引用,いんよう,"quotation, citation",JLPT JLPT_2 JLPT_3,mgmTGyy@R!,inyou,DẪN DỤNG
ウイスキー,ウイスキー,whiskey,JLPT JLPT_2 JLPT_3,pU);qhPs)v,uisukii,
上,うわ,"upper, outer, surface",JLPT JLPT_2 JLPT_3,Alx@.Upj.V,uwa,THƯỢNG
魚,うお,fish,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY",uo,NGƯ
うがい,うがい,gargling,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl,ugai,
受け取る,うけとる,"to receive, to get, to accept",JLPT JLPT_2 JLPT_3,"Jr/,h++/bg",uketoru,THỤ THỦ
動かす,うごかす,"to move, to shift",JLPT JLPT_2 JLPT_3,NB>1{PM|;},ugokasu,ĐỘNG
兎,うさぎ,"rabbit, hare",JLPT JLPT_2 JLPT_3,"fu:N<z:T,%",usagi,THỎ
牛,うし,"cattle, cow",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI,ushi,NGƯU
失う,うしなう,"to lose, to part with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3,ushinau,THẤT
疑う,うたがう,"to doubt, to distrust",JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q,utagau,NGHI
宇宙,うちゅう,"universe, cosmos, space",JLPT JLPT_2 JLPT_3,z$:a2a^Sj:,uchuu,VŨ TRỤ
討つ,うつ,"to attack, to avenge",JLPT JLPT_2 JLPT_3,PyYz(3~uk@,utsu,THẢO
撃つ,うつ,"to attack, to shoot",JLPT JLPT_2 JLPT_3,E~&l5[EXS/,utsu,KÍCH
うっかり,うっかり,carelessly; inadvertently,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=,ukkari,
映す,うつす,"to project, to reflect, to cast (shadow)",JLPT JLPT_2 JLPT_3,v%$=^xk|L|,utsusu,ÁNH
訴える,うったえる,"to complain, to appeal, to sue (a person)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l,uttaeru,TỐ
写る,うつる,"to be photographed, to be projected",JLPT JLPT_2 JLPT_3,CI<Sr}lwt|,utsuru,TẢ
