kanji,furigana,meaning,tags,guid,romaji,hanviet
事業,じぎょう,"project, enterprise, business",JLPT_1 JLPT,A#sQ/bEEtj,jigyou,SỰ NGHIỆP
軽蔑,けいべつ,"scorn, disdain",JLPT_1 JLPT,"lOS,!wvUe[",keibetsu,KHINH MIỆT
経歴,けいれき,"personal history, career",JLPT_1 JLPT,D*n(@DRyq`,keireki,KINH LỊCH 
経路,けいろ,"course, route, channel",JLPT_1 JLPT,AQ(D;C-S!0,keiro,KINH LỘ
けがらわしい,けがらわしい,"filthy, unfair",JLPT_1 JLPT,lJNQ&9#g@p,kegarawashii,
劇団,げきだん,"troupe, theatrical company",JLPT_1 JLPT,%y17:4{hj,gekidan,KỊCH ĐOÀN
激励,げきれい,encouragement,JLPT_1 JLPT,C6/gh1N08I,gekirei,KÍCH LỆ
ゲスト,ゲスト,guest,JLPT_1 JLPT,lW>d7fCUoL,gesuto,
獣,けだもの,"beast, brute",JLPT_1 JLPT,"o.IW_<j!,1",kedamono,THÚ
決,けつ,"decision, vote",JLPT_1 JLPT,h7W;[eV_6*,ketsu,QUYẾT
決意,けつい,"decision, determination",JLPT_1 JLPT,Gg{:k%<AT6,ketsui,QUYẾT Ý
結核,けっかく,tuberculosis,JLPT_1 JLPT,dB99/5N;ta,kekkaku,KẾT HẠCH
決議,けつぎ,"resolution, vote, decision",JLPT_1 JLPT,tcKhTpRM%o,ketsugi,QUYẾT NGHỊ
結合,けつごう,"combination, union",JLPT_1 JLPT,Q*@FzK(@81,ketsugou,KẾT HỢP
決算,けっさん,"balance sheet, settlement of accounts",JLPT_1 JLPT,z2iqWC-nB~,kessan,QUYẾT TOÁN
月謝,げっしゃ,monthly tuition fee,JLPT_1 JLPT,t[*0i:*.#i,gessha,NGUYỆT TẠ
決勝,けっしょう,finals (in sports),JLPT_1 JLPT,NFjb:+3q7*,kesshou,QUYẾT THẮNG
結晶,けっしょう,"crystal, crystallization",JLPT_1 JLPT,x*(Q^EE$u3,kesshou,KẾT TINH
結成,けっせい,formation,JLPT_1 JLPT,c_%F>ZhYyr,kessei,KẾT THÀNH
結束,けっそく,"union, unity",JLPT_1 JLPT,JdP5@BTWkb,kessoku,KẾT THÚC
げっそり,げっそり,"being disheartened, losing weight",JLPT_1 JLPT,EtlnVvKbZd,gessori,
決断,けつだん,"decision, determination",JLPT_1 JLPT,w;j;5-!>6(,ketsudan,QUYẾT ĐOẠN
月賦,げっぷ,monthly installment,JLPT_1 JLPT,I{X4ZTn7X9,geppu,NGUYỆT PHÚ
欠乏,けつぼう,shortage,JLPT_1 JLPT,x8kzLzQh~#,ketsubou,KHIẾM PHẠP
蹴飛ばす,けとばす,"to kick away, to kick (someone)",JLPT_1 JLPT,b5){X3eg^W,ketobasu,XÚC PHI
けなす,けなす,to speak ill of,JLPT_1 JLPT,BA]o8V-nRc,kenasu,
煙たい,けむたい,"smoky, feeling awkward",JLPT_1 JLPT,M_8T~aeKk.,kemutai,YÊN
煙る,けむる,"to smoke (e.g., fire)",JLPT_1 JLPT,"O+^L$,-au7",kemuru,YÊN
獣,けもの,"beast, brute",JLPT_1 JLPT,q-7J3|/7Vg,kemono,THÚ
家来,けらい,"retainer, retinue, servant",JLPT_1 JLPT,n|b=[)XZ>2,kerai,GIA LAI
下痢,げり,diarrhea,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,D94n#KX+u`,geri,HẠ LỊ
権威,けんい,"authority, power, influence",JLPT_1 JLPT,lZZG^l>c$z,ken'i,QUYỀN UY
兼業,けんぎょう,holding two jobs at the same time,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,x9DFE@YYzp,kengyou,KIÊM NGHIỆP
原形,げんけい,"original form, base form",JLPT_1 JLPT,"y2|y)U#`,-",genkei,NGUYÊN HÌNH
原型,げんけい,"prototype, model, archetypal",JLPT_1 JLPT,"d5x_w+I&U,",genkei,NGUYÊN HÌNH
権限,けんげん,"power, authority, jurisdiction",JLPT_1 JLPT,wsBe&qWS]u,kengen,QUYỀN HẠN
現行,げんこう,"present, current, in operation",JLPT_1 JLPT,cB#>jxDt}],genkou,HIỆN HÀNH
健在,けんざい,"in good health, well",JLPT_1 JLPT,K?xI8~wHA>,kenzai,KIỆN TẠI
原作,げんさく,original work,JLPT_1 JLPT,"K<e+,WSWtr",gensaku,NGUYÊN TÁC
検事,けんじ,public prosecutor,JLPT_1 JLPT,H[xn?@;-+x,kenji,KIỂM SỰ
原子,げんし,atom,JLPT_1 JLPT,"b[T}G,9]G?",genshi,NGUYÊN TỬ
元首,げんしゅ,"ruler, sovereign",JLPT_1 JLPT,cJ-$.|^5r+,genshu,NGUYÊN THỦ
原書,げんしょ,original document,JLPT_1 JLPT,wBia;+PSDE,gensho,NGUYÊN THƯ
懸賞,けんしょう,"offering prizes, winning, reward",JLPT_1 JLPT,B7|NMN9B[B,kenshou,HUYỀN THƯỞNG
健全,けんぜん,"health, soundness, wholesome",JLPT_1 JLPT,u-bm~%/EH(,kenzen,KIỆN TOÀN
元素,げんそ,element,JLPT_1 JLPT,B2tvGhK[&9,genso,NGUYÊN TỐ
同調,どうちょう,"sympathy, agree with, alignment",JLPT_1 JLPT,n#0+>4}sN5,douchou,ĐỒNG ĐIỀU
到底,とうてい,(cannot) possibly,JLPT_1 JLPT,C.#O<.PWZ+,toutei,ĐÁO ĐỂ
動的,どうてき,"dynamic, kinetic",JLPT_1 JLPT,k^9j&Q>>|N,douteki,ĐỘNG ĐÍCH
尊い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,o/:X}@s/ud,toutoi,TÔN
貴い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,uE?!53}hB@,toutoi,QUÝ
同等,どうとう,"equality, equal, same rank",JLPT_1 JLPT,sS(wNIrQN<,doutou,ĐỒNG ĐẲNG
堂々,どうどう,"magnificent, grand, impressive",JLPT_1 JLPT,O@p/U*&n{h,doudou,ĐƯỜNG
尊ぶ,とうとぶ,"to value, to prize, to esteem",JLPT_1 JLPT,NH2!B2Yh2E,toutobu,TÔN
どうにか,どうにか,"in some way or other, one way or another",JLPT_1 JLPT,l_xfmqX[ub,dounika,
投入,とうにゅう,"throw, investment, making (an electrical circuit)",JLPT_1 JLPT,mwsjMMb<d>,tounyuu,ĐẦU NHẬP
導入,どうにゅう,"introduction, bringing in, leading in",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,m1+j$HqcF;,dounyuu,ĐẠO NHẬP
当人,とうにん,"the one concerned, the said person",JLPT_1 JLPT,l]4=/bCF3a,tounin,ĐƯƠNG NHÂN
同封,どうふう,"enclosure (e.g., in a letter)",JLPT_1 JLPT,hnY+6g21h_,doufuu,ĐỒNG PHONG
逃亡,とうぼう,escape,JLPT_1 JLPT,qqqC#4{p[V,toubou,ĐÀO VONG
冬眠,とうみん,"hibernation, winter sleep",JLPT_1 JLPT,"B+T>Lb-B&,",toumin,ĐÔNG MIÊN
同盟,どうめい,"alliance, union, league",JLPT_1 JLPT,oBig^AFvC5,doumei,ĐỒNG MINH
どうやら,どうやら,"it seems like, somehow or other",JLPT_1 JLPT,LZH$.!k~sm,douyara,
動力,どうりょく,"power, motive power, dynamic force",JLPT_1 JLPT,gcbdGzw%jw,douryoku,ĐỘNG LỰC
登録,とうろく,"registration, register, record",JLPT_1 JLPT,w(]v<(of^0,touroku,ĐĂNG LỤC
討論,とうろん,discussion; debate,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE,touron,THẢO LUẬN
遠ざかる,とおざかる,to go far off,JLPT_1 JLPT,nANBsXm^[4,toozakaru,VIỄN
遠回り,とおまわり,"detour, roundabout way",JLPT_1 JLPT,u;(Y+10j3P,toomawari,VIỄN HỒI
トーン,トーン,tone,JLPT_1 JLPT,O1)Y~lZnk@,toon,
とかく,とかく,"anyhow, anyway, in any case",JLPT_1 JLPT,Jhr>yBj`X[,tokaku,
とがめる,とがめる,"to blame, to rebuke",JLPT_1 JLPT,tCyhd<KEBb,togameru,
時折,ときおり,sometimes,JLPT_1 JLPT,cBC8l)@|Bd,tokiori,THÌ CHIẾT
とぎれる,とぎれる,"to pause, to be interrupted",JLPT_1 JLPT,M`gmYE]A0;,togireru,
研ぐ,とぐ,"to sharpen, to grind, to polish",JLPT_1 JLPT,lUJgFysD==,togu,NGHIÊN
特技,とくぎ,special talent; skill,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4",tokugi,ĐẶC KĨ
独裁,どくさい,"dictatorship, despotism",JLPT_1 JLPT,"c+G[A,i*M0",dokusai,ĐỘC TÀI
特産,とくさん,"specialty, special product",JLPT_1 JLPT,Cyr8}5s:<j,tokusan,ĐẶC SẢN
独自,どくじ,"original, peculiar, characteristic",JLPT_1 JLPT,iCBdeKS#GI,dokuji,ĐỘC TỰ
特集,とくしゅう,"feature (e.g., newspaper, special edition, report)",JLPT_1 JLPT,wi!>SN]gEF,tokushuu,ĐẶC TẬP
独占,どくせん,monopoly,JLPT_1 JLPT,j~8Pw]-mt@,dokusen,ĐỘC CHIÊM
独創,どくそう,originality,JLPT_1 JLPT,gXnxl+EiHr,dokusou,ĐỘC SANG
得点,とくてん,"score, points made",JLPT_1 JLPT,"u`t,J1?=>5",tokuten,ĐẮC ĐIỂM
特派,とくは,"send specially, special envoy",JLPT_1 JLPT,HzEPo`9b]p,tokuha,ĐẶC PHÁI
特有,とくゆう,"characteristic (of, peculiar (to))",JLPT_1 JLPT,s!rvO*5;{%,tokuyuu,ĐẶC HỮU
とげ (をさす),とげ (をさす),thorn,JLPT_1 JLPT,hJ#iZ92?#q,toge (wosasu),
遂げる,とげる,"to accomplish, to achieve, to carry out",JLPT_1 JLPT,xrXbhn4rr4,togeru,TOẠI
～どころか,～どころか,"rather, far from",JLPT_1 JLPT,EHH{[82H7I,~dokoroka,
年頃,としごろ,"age, marriageable age, adolescence",JLPT_1 JLPT,etGaTJBp9c,toshigoro,NIÊN KHOẢNH
戸締り,とじまり,"closing up, locking the doors",JLPT_1 JLPT,br8:Ms=|$#,tojimari,
途上,とじょう,"en/in route, half way",JLPT_1 JLPT,u0JdXEY0c~,tojou,ĐỒ THƯỢNG
土台,どだい,"foundation, base, basis",JLPT_1 JLPT,cvkea1V_|{,dodai,THỔ THAI
途絶える,とだえる,"to stop, to cease, to come to an end",JLPT_1 JLPT,G6Wu+!]SF@,todaeru,ĐỒ TUYỆT
特許,とっきょ,"special permission, patent",JLPT_1 JLPT,y;*Z>uq]4W,tokkyo,ĐẶC HỨA
特権,とっけん,"privilege, special right",JLPT_1 JLPT,k%B0csu$EA,tokken,ĐẶC QUYỀN
とっさに,とっさに,at once,JLPT_1 JLPT,q}5LIfDsGB,tossani,
突如,とつじょ,"suddenly, all of a sudden",JLPT_1 JLPT,vs{$6V?ZhH,totsujo,ĐỘT NHƯ
とって,とって,"handle, grip, knob",JLPT_1 JLPT,G05L%<Kvt?,totte,
突破,とっぱ,"breaking through, breakthrough, penetration",JLPT_1 JLPT,BUU#!_nB`?,toppa,ĐỘT PHÁ
土手,どて,"embankment, bank",JLPT_1 JLPT,P7Y3[uoFO/,dote,THỔ THỦ
届,とどけ,"report, notification, registration",JLPT_1 JLPT,k&rtuoJHn+,todoke,GIỚI
滞る,とどこおる,"to stagnate, to be delayed",JLPT_1 JLPT,K*Hz>u1V/7,todokooru,TRỆ
整える,ととのえる,"to put in order, to arrange, to adjust; to get ready, to prepare; to raise money",JLPT_1 JLPT,yz)tg)bvJH,totonoeru,CHỈNH
止める,とどめる,"to end, to stop, to cease, to resign",JLPT_1 JLPT,IgE:xC]C-g,todomeru,CHỈ
唱える,となえる,"to recite, to chant, to call upon",JLPT_1 JLPT,Gg`8L(I3?q,tonaeru,XƯỚNG
殿様,とのさま,feudal lord,JLPT_1 JLPT,xjLi|(N)Y!,tonosama,ĐIỆN DẠNG
土俵,どひょう,arena,JLPT_1 JLPT,kt7if2NoDZ,dohyou,THỔ BIỂU
扉,とびら,"door, opening",JLPT_1 JLPT,I24=_qRNG{,tobira,PHI
溝,どぶ,"ditch, drain, gap",JLPT_1 JLPT,Hzol[}&YZl,dobu,CÂU
徒歩,とほ,"walking, going on foot",JLPT_1 JLPT,Fjm7hAD%fu,toho,ĐỒ BỘ
土木,どぼく,public works,JLPT_1 JLPT,jgd#[Gmw^^,doboku,THỔ MỘC
とぼける,とぼける,"to play dumb, to feign ignorance, to play innocent, to have a blank facial expression; to play the fool; to be in one's dotage",JLPT_1 JLPT,HA39$4<O7S,tobokeru,
乏しい,とぼしい,"meager, scarce, hard up, poor",JLPT_1 JLPT,"wt#tsoF,$N",toboshii,PHẠP
富,とみ,"wealth, fortune",JLPT_1 JLPT,kl&?2R4Ul?,tomi,PHÚ
富む,とむ,"to be rich, to become rich",JLPT_1 JLPT,Q?~wK|+t|p,tomu,PHÚ
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together",JLPT_1 JLPT,"K<|&apg,,5",tomokasegi,CỘNG GIÁ
伴う,ともなう,"to accompany, to bring with",JLPT_1 JLPT,ntk-`u.Caj,tomonau,BẠN
共働き,ともばたらき,dual income (husband and wife both working),JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k,tomobataraki,CỘNG ĐỘNG
ドライ,ドライ,dry,JLPT_1 JLPT,uyF82nwuCT,dorai,
ドライクリーニング,ドライクリーニング,dry cleaning,JLPT_1 JLPT,hI<4F;7$M(,doraikuriiningu,
ドライバー,ドライバー,"driver, screwdriver",JLPT_1 JLPT,JR*AC1{b!P,doraibaa,
ドライブイン,ドライブイン,drive in,JLPT_1 JLPT,lGQ5H]umJ,doraibuin,
トラブル,トラブル,trouble (sometimes used as a verb),JLPT_1 JLPT,fF~?5;]hHp,toraburu,
トランジスター,トランジスター,transistor,JLPT_1 JLPT,G8*[Jm%i5[,toranjisutaa,
とりあえず,とりあえず,"at once, first of all, for the time being",JLPT_1 JLPT,"A3E,EB~Q2G",toriaezu,
取扱,とりあつかい,"treatment, handling, management",JLPT_1 JLPT,rBTr^DU*Cx,toriatsukai,THỦ TRÁP
取り扱う,とりあつかう,"to treat, to handle, to deal in",JLPT_1 JLPT,f<xt2FJB#W,toriatsukau,THỦ TRÁP
鳥居,とりい,Shinto shrine archway,JLPT_1 JLPT,bwgFGu0jgU,torii,ĐIỂU CƯ
取り替え,とりかえ,"swap, exchange",JLPT_1 JLPT,"LmK#s,9;im",torikae,THỦ THẾ
取り組む,とりくむ,"to tackle, to engage in a bout, to come to grips with",JLPT_1 JLPT,FUhxb`Icnx,torikumu,THỦ TỔ
取締り,とりしまり,"control, crackdown, supervision",JLPT_1 JLPT,Nn_#J1j`cb,torishimari,THỦ ĐẾ
取り締まる,とりしまる,"to crack down, to control, to supervise",JLPT_1 JLPT,u>YtS}dO87,torishimaru,THỦ ĐẾ
取り調べる,とりしらべる,"to investigate, to examine",JLPT_1 JLPT,"lTv.J/i,RR",torishiraberu,THỦ ĐIỀU
取り立てる,とりたてる,"to collect, to extort",JLPT_1 JLPT,u]pjW8@;4G,toritateru,
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)",JLPT_1 JLPT,h81vV]thLx,toritsugu,THỦ THỨ
取り付ける,とりつける,"to furnish, to install; to get someone's agreement",JLPT_1 JLPT,OLVn)Sl<l<,toritsukeru,
取り除く,とりのぞく,"to remove, to take away, to set apart",JLPT_1 JLPT,hNl.|rVPKI,torinozoku,THỦ TRỪ
取引,とりひき,"transactions, dealings, business",JLPT_1 JLPT,QK;D?PC(Iv,torihiki,THỦ DẪN
取り巻く,とりまく,"to surround, to circle, to enclose",JLPT_1 JLPT,E%Fl$NJpIJ,torimaku,THỦ QUYỂN
取り混ぜる,とりまぜる,"to mix, to put together",JLPT_1 JLPT,Bo(wYaa}Ah,torimazeru,
取り戻す,とりもどす,"to take back, to regain",JLPT_1 JLPT,pPlunQ{V=M,torimodosu,THỦ LỆ
取り寄せる,とりよせる,"to order, to send away for",JLPT_1 JLPT,M^8;v4K?HH,toriyoseru,
ドリル,ドリル,drill,JLPT_1 JLPT,tLuvrWP-bR,doriru,
副,とりわけ,"especially, above all",JLPT_1 JLPT,I|~T6euZ&R,toriwake,PHÓ
とろける,とろける,melt; to be enchanted with,JLPT_1 JLPT,zCt%1bEngS,torokeru,
鈍感,どんかん,"thickheadedness, stolidity",JLPT_1 JLPT,AGgv#X94Iv,donkan,ĐỘN CẢM
とんだ,とんだ,"terrible, awful, serious, absolutely not",JLPT_1 JLPT,H?67/UOJ%d,tonda,
度忘れ,どわすれ,"lapse of memory, forget for a moment",JLPT_1 JLPT,O3@@XzGoQO,dowasure,ĐỘ VONG
問屋,とんや,wholesale store,JLPT_1 JLPT,L]HWWc9|Rk,tonya,VẤN ỐC
内閣,ないかく,"cabinet, (government)",JLPT_1 JLPT,y)df|:D=Sq,naikaku,NỘI CÁC
乃至,ないし,"from...to, between...and, or",JLPT_1 JLPT,iAOF?Qa_8q,naishi,NÃI CHÍ
内緒,ないしょ,"secrecy, privacy, secret",JLPT_1 JLPT,u~2eY8N1H4,naisho,NỘI TỰ
内心,ないしん,"innermost thoughts, real intention, inmost heart",JLPT_1 JLPT,qVMnXwPQkx,naishin,NỘI TÂM
内蔵,ないぞう,internal organ; built-in,JLPT_1 JLPT,L]Dm~E_?j[,naizou,NỘI TÀNG
ナイター,ナイター,"game under lights (e.g., baseball), night game",JLPT_1 JLPT,w71YMp^g^|,naitaa,
内部,ないぶ,"interior, inside, internal",JLPT_1 JLPT,Qc_^Hv.8K<,naibu,NỘI BỘ
内乱,ないらん,"civil war, domestic conflict",JLPT_1 JLPT,"nyNNE_],O!",nairan,NỘI LOẠN
内陸,ないりく,inland,JLPT_1 JLPT,G}P5V$Jk?4,nairiku,NỘI LỤC
苗,なえ,rice seedling,JLPT_1 JLPT,D`y6b-_J-},nae,MIÊU
なおさら,なおさら,"all the more, still less",JLPT_1 JLPT,D3]|seyAVE,naosara,
流し,ながし,sink,JLPT_1 JLPT,sUm$!Jp0[},nagashi,LƯU
長々,ながなが,"long, drawn-out, very long",JLPT_1 JLPT,OTwM?YMLfQ,naganaga,TRƯỜNG
中程,なかほど,"middle, midway",JLPT_1 JLPT,A)F$iP@]z@,nakahodo,TRUNG TRÌNH
渚,なぎさ,"water's edge, beach, shore",JLPT_1 JLPT,zd22=yfA9n,nagisa,CHỬ
嘆く,なげく,"to sigh, to lament, to grieve",JLPT_1 JLPT,ilzJ;<!YjV,nageku,THÁN
投げ出す,なげだす,"to abandon, to throw out",JLPT_1 JLPT,vl-:<#dR[!,nagedasu,ĐẦU XUẤT
仲人,なこうど,"go-between, matchmaker",JLPT_1 JLPT,kknZLw#*&s,nakoudo,TRỌNG NHÂN
和やか,なごやか,"mild, calm, harmonious",JLPT_1 JLPT,EbN._V9![%,nagoyaka,HÒA
名残,なごり,"remains, traces, memory",JLPT_1 JLPT,oz>_]^qFZM,nagori,DANH TÀN
情け,なさけ,"sympathy, compassion",JLPT_1 JLPT,D|r~;|9R]k,nasake,TÌNH
情無い,なさけない,"miserable, pitiable, shameful",JLPT_1 JLPT,N<_jdqMHiS,nasakenai,TÌNH VÔ
情深い,なさけぶかい,"tender-hearted, compassionate",JLPT_1 JLPT,P:u6w48-M4,nasakebukai,
詰る,なじる,"to rebuke, to scold, to tell off",JLPT_1 JLPT,m2ug%F|{:P,najiru,CẬT
名高い,なだかい,"famous, celebrated, well-known",JLPT_1 JLPT,CAOqe%9eXa,nadakai,DANH CAO
雪崩,なだれ,avalanche,JLPT_1 JLPT,i|el8n-PMm,nadare,TUYẾT BĂNG
懐く,なつく,to become emotionally attached,JLPT_1 JLPT,g];Z(M#sXQ,natsuku,HOÀI 
名付ける,なづける,to name,JLPT_1 JLPT,NJQx_8`$@d,nazukeru,DANH PHÓ
何気ない,なにげない,"casual, unconcerned",JLPT_1 JLPT,GCR5kv%JGq,nanigenai,HÀ KHÍ
なにとぞ,なにとぞ,"please, kindly, by all means",JLPT_1 JLPT,lQ*Q=lmCB7,nanitozo,
なにより,なにより,"most, best",JLPT_1 JLPT,Ifj=x)`!7.,naniyori,
ナプキン,ナプキン,napkin,JLPT_1 JLPT,dY;w6ETO=:,napukin,
名札,なふだ,"name plate, name tag",JLPT_1 JLPT,"H,LzU#iC|r",nafuda,DANH TRÁT
生臭い,なまぐさい,"smelling of fish or blood, fish or meat",JLPT_1 JLPT,vDPDWlb?&h,namagusai,SANH XÚ
生温い,なまぬるい,"lukewarm, halfhearted",JLPT_1 JLPT,G~a-u$_3U#,namanurui,SANH ÔN
生身,なまみ,"living flesh, flesh and blood, the quick",JLPT_1 JLPT,mdk5@{-d$q,namami,SANH THÂN
鉛,なまり,lead (the metal),JLPT_1 JLPT,clLq6d~d8L,namari,DUYÊN
滑らか,なめらか,"smoothness, glassiness",JLPT_1 JLPT,F~B/LW)1su,nameraka,HOẠT
嘗める,なめる,to lick; to experience; to make fun of,JLPT_1 JLPT,"h&h,RaX>m(",nameru,THƯỜNG
悩ましい,なやましい,"seductive, melancholy, languid",JLPT_1 JLPT,vf@^4N2dLC,nayamashii,NÃO
悩ます,なやます,"to bother, to harass, to molest",JLPT_1 JLPT,jR2E;(CfhM,nayamasu,NÃO
悩み,なやみ,"trouble(s), worry, distress",JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-",nayami,NÃO
並びに,ならびに,and,JLPT_1 JLPT,Ny*4D`O(3Y,narabini,TỊNH
成り立つ,なりたつ,"to consist of; to be practical (logical, feasible, viable), to be concluded, to hold true",JLPT_1 JLPT,m1{^Hc5[&f,naritatsu,THÀNH LẬP
なるたけ,なるたけ,"as much as possible, if possible",JLPT_1 JLPT,y(q.AD0L#F,narutake,
慣れ,なれ,"practice, experience",JLPT_1 JLPT,j7[97Xg7/>,nare,QUÁN
馴々しい,なれなれしい,"familiar, make free with",JLPT_1 JLPT,shT?wsHw[_,narenareshii,TUẦN
～なんか,～なんか,in the least ~,JLPT_1 JLPT,d.Q@D)R`y/,~nanka,
ナンセンス,ナンセンス,nonsense,JLPT_1 JLPT,moW2Xjtt^+,nansensu,
何だか,なんだか,"a little, somewhat, somehow",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V,nandaka,HÀ
なんだかんだ,なんだかんだ,something or other,JLPT_1 JLPT,Hjnd-`9LXB,nandakanda,
なんなり,なんなり,"anything, whatever",JLPT_1 JLPT,w_?<3$dc`X,nannari,
荷,に,"load, baggage, cargo",JLPT_1 JLPT,yqk%}[]JXT,ni,HÀ
似通う,にかよう,to resemble closely,JLPT_1 JLPT,Dm9*/_j8S;,nikayou,TỰ THÔNG
にきび,にきび,"pimple, acne",JLPT_1 JLPT,e&g:V:ku_],nikibi,
賑わう,にぎわう,"to prosper, to flourish, to be crowded with people",JLPT_1 JLPT,g#ovh${-3n,nigiwau,CHẨN
憎しみ,にくしみ,hatred,JLPT_1 JLPT,QPkVwq]vjj,nikushimi,TĂNG
肉親,にくしん,"blood relationship, blood relative",JLPT_1 JLPT,uWXLxRMJ+O,nikushin,NHỤC THÂN
肉体,にくたい,"the body, the flesh",JLPT_1 JLPT,gnN00<v<{9,nikutai,NHỤC THỂ
逃げ出す,にげだす,"to run away, to escape from",JLPT_1 JLPT,fl)eIr9*lI,nigedasu,ĐÀO XUẤT
西日,にしび,westering sun,JLPT_1 JLPT,K3I7nq2l;L,nishibi,TÂY NHẬT
滲む,にじむ,"to run, to blur, to spread",JLPT_1 JLPT,o9up<Sz=ve,nijimu,SẤM
にせ物,にせもの,"imitation, counterfeit",JLPT_1 JLPT,A=&EK6O#1I,nisemono,VẬT
日夜,にちや,"day and night, always",JLPT_1 JLPT,i%dEbeqYtB,nichiya,NHẬT DẠ
荷造り,にづくり,"packing, baling, crating",JLPT_1 JLPT,qOwG&WZKL2,nizukuri,HÀ TẠO
担う,になう,"to carry on shoulder, to bear (burden), to shoulder (gun)",JLPT_1 JLPT,F#SgKxy?S*,ninau,ĐAM
鈍る,にぶる,"to become less capable, to grow dull, to become blunt, to weaken",JLPT_1 JLPT,L.(Z=bmrwj,niburu,ĐỘN
にも関わらず,にもかかわらず,"in spite of, nevertheless",JLPT_1 JLPT,KlWPE-D`h0,nimokakawarazu,QUAN
ニュアンス,ニュアンス,nuance,JLPT_1 JLPT,LUTAFMalyV,nyuansu,
ニュー,ニュー,new,JLPT_1 JLPT,"Gfvoid,rAZ",nyuu,
入手,にゅうしゅ,"obtaining, coming to hand",JLPT_1 JLPT,KYs]w;nq{f,nyuushu,NHẬP THỦ
入賞,にゅうしょう,winning a prize or place (in a contest,JLPT_1 JLPT,"QQ,s.4v3{f",nyuushou,NHẬP THƯỞNG
入浴,にゅうよく,"bathe, bathing",JLPT_1 JLPT,K$j=e4Tdlp,nyuuyoku,NHẬP DỤC
尿,にょう,urine,JLPT_1 JLPT,jT5|c!zG9i,nyou,NIỆU
認識,にんしき,"recognition, cognizance",JLPT_1 JLPT,"sX|,Qiq}<w",ninshiki,NHẬN THỨC
妊娠,にんしん,"conception, pregnancy",JLPT_1 JLPT,j|`SG%:20Y,ninshin,NHÂM THẦN
任務,にんむ,"duty, mission, task",JLPT_1 JLPT,h6lc;]{2nu,ninmu,NHÂM VỤ
任命,にんめい,"appointment, nomination, ordination",JLPT_1 JLPT,En]Zo|mh[y,ninmei,NHÂM MỆNH
抜かす,ぬかす,"to omit, to leave out",JLPT_1 JLPT,B_-9.@R#h`,nukasu,BẠT
抜け出す,ぬけだす,"to slip out, to sneak away, to excel",JLPT_1 JLPT,pLSh/TV^OR,nukedasu,BẠT XUẤT
主,ぬし,"owner, master, god",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6,nushi,CHỦ
沼,ぬま,"swamp, bog, pond",JLPT_1 JLPT,q-TqHFf#eJ,numa,CHIỂU
音色,ねいろ,"tone color, timbre",JLPT_1 JLPT,C=~bfd:qmo,neiro,ÂM SẮC
値打ち,ねうち,"value, worth, price",JLPT_1 JLPT,s_}27&HmzM,neuchi,TRỊ ĐẢ
ネガ,ネガ,(photographic) negative,JLPT_1 JLPT,tRtoeF@*NA,nega,
寝かせる,ねかせる,"to put to bed, to lay down, to ferment",JLPT_1 JLPT,i8aC;^zTA&,nekaseru,TẨM
ねじまわし,ねじまわし,screwdriver,JLPT_1 JLPT,lC3$+z.Dp9,nejimawashi,
捩れる,ねじれる,"twist, strain",JLPT_1 JLPT,Shp4gNU#M,nejireru,LIỆT
妬む,ねたむ,"to be jealous, to be envious",JLPT_1 JLPT,LkwOsP2luZ,netamu,ĐỐ
ねだる,ねだる,"to nag, to demand",JLPT_1 JLPT,bqJI({hGlV,nedaru,
熱意,ねつい,"zeal, enthusiasm",JLPT_1 JLPT,rd11dz%oP<,netsui,NHIỆT Ý
熱湯,ねっとう,boiling water,JLPT_1 JLPT,yBQ@*k[rMd,nettou,NHIỆT THANG
熱量,ねつりょう,calorific value,JLPT_1 JLPT,yVC<gDS.Nb,netsuryou,NHIỆT LƯỢNG
粘り,ねばり,"stickiness, viscosity",JLPT_1 JLPT,BvIS%RjDgh,nebari,NIÊM
粘る,ねばる,"to be sticky, to be adhesive, to persist, to stick to",JLPT_1 JLPT,q5idXyJ?~3,nebaru,NIÊM
値引き,ねびき,"price reduction, discount",JLPT_1 JLPT,ppHz}aRok7,nebiki,TRỊ DẪN
根回し,ねまわし,making necessary arrangements,JLPT_1 JLPT,k|jB&4ScOn,nemawashi,CĂN HỒI
眠たい,ねむたい,sleepy,JLPT_1 JLPT,A:U[i:g3Mu,nemutai,MIÊN
