kanji,furigana,meaning,tags,guid,romaji,hanviet
心情,しんじょう,mentality,JLPT_1 JLPT,PHxCA~>U^},shinjou,TÂM TÌNH
新人,しんじん,"new face, newcomer",JLPT_1 JLPT,n<1jM&wYZ&,shinjin,TÂN NHÂN
神聖,しんせい,"holiness, sacredness, dignity",JLPT_1 JLPT,N+v0O:SZ6<,shinsei,THẦN THÁNH
親善,しんぜん,friendship,JLPT_1 JLPT,e$!ZsAnYeT,shinzen,THÂN THIỆN
真相,しんそう,"truth, real situation",JLPT_1 JLPT,"IQ@9>LJ,&M",shinsou,CHÂN TƯƠNG
迅速,じんそく,"quick, fast, prompt",JLPT_1 JLPT,g^-!|Cie-4,jinsoku,TẤN TỐC
人体,じんたい,human body,JLPT_1 JLPT,wqIT;%IHe9,jintai,NHÂN THỂ
新築,しんちく,"new building, new construction",JLPT_1 JLPT,Ozg8V>5l.l,shinchiku,TÂN TRÚC
心中,しんじゅう,double suicide,JLPT_1 JLPT,H1pTQNX=9t,shinjuu,TÂM TRUNG
進呈,しんてい,presentation,JLPT_1 JLPT,CZ`K3:aqAR,shintei,TIẾN TRÌNH
進展,しんてん,"progress, development",JLPT_1 JLPT,b(>k}9=qxl,shinten,TIẾN TRIỂN
神殿,しんでん,"temple, sacred place",JLPT_1 JLPT,y(skY$ucA+,shinden,THẦN ĐIỆN
進度,しんど,progress,JLPT_1 JLPT,yu/)M8)V(L,shindo,TIẾN ĐỘ
振動,しんどう,"oscillation, vibration",JLPT_1 JLPT,sad?lNEJ3g,shindou,CHẤN ĐỘNG
新入生,しんにゅうせい,"new student, first-year student, freshman",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj,shinnyuusei,TÂN NHẬP SANH
信任,しんにん,"trust, confidence, credence",JLPT_1 JLPT,"hWLnw4y,]t",shinnin,TÍN NHÂM
神秘,しんぴ,mystery,JLPT_1 JLPT,"N,Y7P[tIGQ",shinpi,THẦN BÍ
辛抱,しんぼう,"patience, endurance",JLPT_1 JLPT,uU~=4Y)qMA,shinbou,TÂN BÃO
人民,じんみん,"people, public",JLPT_1 JLPT,nAw=2?(bZX,jinmin,NHÂN DÂN
侵略,しんりゃく,"aggression, invasion, raid",JLPT_1 JLPT,hsxv1184OS,shinryaku,XÂM LƯỢC
診療,しんりょう,medical examination and treatment,JLPT_1 JLPT,x1%iVb>rlb,shinryou,CHẨN LIỆU
粋,すい,essence,JLPT_1 JLPT,zsq|f`1Yv,sui,TÚY
水源,すいげん,source of river,JLPT_1 JLPT,n/^g6e7/@{,suigen,THỦY NGUYÊN
推進,すいしん,"propulsion, driving force",JLPT_1 JLPT,"J08-VaUM,s",suishin,THÔI TIẾN
吹奏,すいそう,playing wind instruments,JLPT_1 JLPT,m]6xm=<uJ6,suisou,XUY TẤU
推測,すいそく,"guess, conjecture",JLPT_1 JLPT,zvP)r1F]3S,suisoku,THÔI TRẮC
水田,すいでん,(water-filled) paddy field,JLPT_1 JLPT,v5ySQN]{G>,suiden,THỦY ĐIỀN
推理,すいり,"reasoning, inference, mystery or detective genre",JLPT_1 JLPT,jer`Bu/O84,suiri,THÔI LÍ
数詞,すうし,numeral,JLPT_1 JLPT,p</Ez{aJ5+,suushi,SỔ TỪ
崇拝,すうはい,"worship, adoration",JLPT_1 JLPT,Hw_TI!gx2(,suuhai,SÙNG BÁI
据え付ける,すえつける,"to install, to equip, to mount",JLPT_1 JLPT,BP/>6=lZh5,suetsukeru,
据える,すえる,"to set, to lay, to place",JLPT_1 JLPT,t!g&pW29AZ,sueru,CƯ
すがすがしい,すがすがしい,"fresh, refreshing",JLPT_1 JLPT,rK/?@VVUlf,sugasugashii,
救い,すくい,"help, aid, relief",JLPT_1 JLPT,qsOm7CX`b8,sukui,CỨU
すくう (みずを～),すくう (みずを～),to scoop,JLPT_1 JLPT,iDqa!wq<Tq,sukuu (mizuwo~),
健やか,すこやか,"vigorous, healthy, sound",JLPT_1 JLPT,"hH9J*t,rc_",sukoyaka,KIỆN
濯ぐ,すすぐ,"to rinse, to wash out",JLPT_1 JLPT,E0ffUY?7qt,susugu,TRẠC
進み,すすみ,progress,JLPT_1 JLPT,p1:(iOmlNJ,susumi,TIẾN
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",JLPT_1 JLPT,xF_(AQj}lF,suso,CƯ
スタジオ,スタジオ,studio,JLPT_1 JLPT,ic%[^BEKt/,sutajio,
スチーム,スチーム,steam,JLPT_1 JLPT,nXB;]AdyMC,suchiimu,
ストライキ,ストライキ,strike,JLPT_1 JLPT,nf-SMH*rKm,sutoraiki,
スト,スト,(abbr.) strike,JLPT_1 JLPT,oc==H8k2kf,suto,
ストロー,ストロー,straw,JLPT_1 JLPT,A.~AmwkH4Z,sutoroo,
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",JLPT_1 JLPT,rNiv+g8N.Q,sutorobo,
すばしこい,すばしこい,"nimble, smart, quick",JLPT_1 JLPT,p[HsSa}_~h,subashikoi,
素早い,すばやい,"fast, quick",JLPT_1 JLPT,qLzUXrbxxM,subayai,TỐ TẢO
ずばり,ずばり,"decisively, unreservedly, frankly",JLPT_1 JLPT,zNubn^c5m8,zubari,
スプリング,スプリング,spring,JLPT_1 JLPT,M&<1|Qyfm^,supuringu,
スペース,スペース,space,JLPT_1 JLPT,"mfYc5:,T$)",supeesu,
ずぶぬれ,ずぶぬれ,"soaked, dripping wet",JLPT_1 JLPT,O=YLrvca-#,zubunure,
スポーツカー,スポーツカー,sports car,JLPT_1 JLPT,ILQ_{U)ioI,supootsukaa,
澄ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,o+[:%ypXAI,sumasu,TRỪNG
清ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,gWgE<)O|pN,sumasu,THANH
済ます,すます,to finish; to settle; to do without,JLPT_1 JLPT,BI9b~SlUc1,sumasu,TẾ
すみやか,すみやか,speedy,JLPT_1 JLPT,MC/)GM9mOK,sumiyaka,
スラックス,スラックス,slacks,JLPT_1 JLPT,tpKEoAzoEC,surakkusu,
ずらっと,ずらっと,"in a line, in a row",JLPT_1 JLPT,GHI-Z0iw2Q,zuratto,
ずるずる,ずるずる,"dragging on, sound of sniffling",JLPT_1 JLPT,xPdB)weA$j,zuruzuru,
ずれ,ずれ,"difference, gap",JLPT_1 JLPT,ml<Cz:NIm9,zure,
すれちがい,すれちがい,chance encounter,JLPT_1 JLPT,h}n%.0]G*],surechigai,
擦れる,すれる,"to rub, to chafe",JLPT_1 JLPT,y1pczASP(>,sureru,SÁT
すんなり,すんなり,"pass with no objection, slim, slender",JLPT_1 JLPT,c{rT9&J2OZ,sunnari,
生育,せいいく,"growth, development, breeding",JLPT_1 JLPT,A*eQ]~1bJ/,seiiku,SANH DỤC
成育,せいいく,"growth, raising",JLPT_1 JLPT,A=.t}i>GW3,seiiku,THÀNH DỤC
成果,せいか,"results, fruits",JLPT_1 JLPT,BVYQfcf%9,seika,THÀNH QUẢ
正解,せいかい,"correct, right answer, solution",JLPT_1 JLPT,Lt;.HzCJ&F,seikai,CHÁNH GIẢI
正義,せいぎ,"justice, right, righteousness",JLPT_1 JLPT,C*lSCCu$Is,seigi,CHÁNH NGHĨA
生計,せいけい,"livelihood, living",JLPT_1 JLPT,sFe^vK-tW[,seikei,SANH KẾ
政権,せいけん,"(political) administration, political power",JLPT_1 JLPT,ySl]BBHxv|,seiken,CHÁNH QUYỀN
星座,せいざ,constellation,JLPT_1 JLPT,v8-]C(eL~-,seiza,TINH TỌA
制裁,せいさい,"restraint, sanctions, punishment",JLPT_1 JLPT,"&>5Y-0M,/",seisai,CHẾ TÀI
政策,せいさく,"political measures, policy",JLPT_1 JLPT,"hAD&H|lfX,",seisaku,CHÁNH SÁCH
生死,せいし,life and death,JLPT_1 JLPT,[jWyFv3NW,seishi,SANH TỬ
静止,せいし,"stillness, repose, standing still",JLPT_1 JLPT,o*g2}G_T7@,seishi,TĨNH CHỈ
誠実,せいじつ,"sincere, honest, faithful",JLPT_1 JLPT,bL3/~B_@Jx,seijitsu,THÀNH THỰC
成熟,せいじゅく,"maturity, ripeness",JLPT_1 JLPT,mi&AvT*VW%,seijuku,THÀNH THỤC
青春,せいしゅん,"youth, springtime of life, adolescent",JLPT_1 JLPT,r1RCkb<y|$,seishun,THANH XUÂN
清純,せいじゅん,"purity, innocence",JLPT_1 JLPT,ONr5>]A5d|,seijun,THANH THUẦN
聖書,せいしょ,Bible,JLPT_1 JLPT,Q@S9S%oEQ1,seisho,THÁNH THƯ
正常,せいじょう,"normalcy, normality, normal",JLPT_1 JLPT,wA-k/9L$M{,seijou,CHÁNH THƯỜNG
制する,せいする,"to control, to command",JLPT_1 JLPT,rf}l5O&Iya,seisuru,CHẾ
整然,せいぜん,"orderly, regular, well-organized",JLPT_1 JLPT,PN>H*K1;6z,seizen,CHỈNH NHIÊN
盛装,せいそう,"be dressed up, wear rich clothes",JLPT_1 JLPT,"NT,a6{jkV^",seisou,THỊNH TRANG
盛大,せいだい,"grand, prosperous, magnificent",JLPT_1 JLPT,oA#/^#fynU,seidai,THỊNH ĐẠI
清濁,せいだく,"good and evil, purity and impurity",JLPT_1 JLPT,LIBty_QSI!,seidaku,THANH TRỌC
制定,せいてい,"enactment, establishment, creation",JLPT_1 JLPT,w/{{PKSO-l,seitei,CHẾ ĐỊNH
静的,せいてき,static,JLPT_1 JLPT,qS/}NK^[E0,seiteki,TĨNH ĐÍCH
製鉄,せいてつ,iron manufacture,JLPT_1 JLPT,q1#~15/jx^,seitetsu,CHẾ THIẾT
晴天,せいてん,fine weather,JLPT_1 JLPT,O`AKp9t/nh,seiten,TÌNH THIÊN
正当,せいとう,"just, due, proper",JLPT_1 JLPT,KYfFW0c&^H,seitou,CHÁNH ĐƯƠNG
制服,せいふく,uniform,JLPT_1 JLPT,KjpnwgIuCJ,seifuku,CHẾ PHỤC
征服,せいふく,"conquest, subjugation, overcoming",JLPT_1 JLPT,UI+/g3/T<,seifuku,CHINH PHỤC
製法,せいほう,"manufacturing method, recipe, formula",JLPT_1 JLPT,r$Viif`6:S,seihou,CHẾ PHÁP
精密,せいみつ,"precise, exact, detailed, minute",JLPT_1 JLPT,k?w!_L!izK,seimitsu,TINH MẬT
税務署,ぜいむしょ,tax office,JLPT_1 JLPT,cu&VjhU0YM,zeimusho,THUẾ VỤ THỰ
制約,せいやく,"limitation, constraints",JLPT_1 JLPT,eGs}Rjdjyu,seiyaku,CHẾ ƯỚC
勢力,せいりょく,"influence, power, might, strength",JLPT_1 JLPT,jCKk=3Gx//,seiryoku,THẾ LỰC
整列,せいれつ,"stand in a row, form a line",JLPT_1 JLPT,K=?{2[EdLY,seiretsu,CHỈNH LIỆT
セール,セール,sale,JLPT_1 JLPT,bTb.7j.bY0,seeru,
急かす,せかす,"to hurry, to urge on",JLPT_1 JLPT,r25!gS/G>A,sekasu,CẤP
伜,せがれ,"son, my son",JLPT_1 JLPT,CVmDxN*tGx,segare,
責務,せきむ,"duty, obligation",JLPT_1 JLPT,ct_SCVUYk9,sekimu,TRÁCH VỤ
セクション,セクション,section,JLPT_1 JLPT,oE+>)~hYZ>,sekushon,
世辞,せじ,"flattery, compliment",JLPT_1 JLPT,i2*b#^+2.G,seji,THẾ TỪ
世帯,せたい,household,JLPT_1 JLPT,M;wkDh)_[-,setai,THẾ ĐỚI
是正,ぜせい,"correction, revision",JLPT_1 JLPT,r4z<%];90$,zesei,THỊ CHÁNH
世代,せだい,generation,JLPT_1 JLPT,vXhkxYs)ro,sedai,THẾ ĐẠI
切開,せっかい,"opening up, cutting through",JLPT_1 JLPT,j3{#e(JGO?,sekkai,THIẾT KHAI
セックス,セックス,sex,JLPT_1 JLPT,p^XJZeb_m$,sekkusu,
切実,せつじつ,"compelling, serious, severe, acute",JLPT_1 JLPT,"b(%wDAP,4<",setsujitsu,THIẾT THỰC
接触,せっしょく,"touch, contact",JLPT_1 JLPT,euP9o6khjK,sesshoku,TIẾP XÚC
接続詞,せつぞくし,conjunction,JLPT_1 JLPT,jxx/dj^^[F,setsuzokushi,TIẾP TỤC TỪ
設置,せっち,"establishment, institution",JLPT_1 JLPT,dTa#ev1!lY,setchi,THIẾT TRÍ
折衷,せっちゅう,"compromise, cross, blending, eclecticism",JLPT_1 JLPT,z.Jdo5|UwK,setchuu,CHIẾT TRUNG
設定,せってい,"establishment, creation",JLPT_1 JLPT,EL[q3!y3K%,settei,THIẾT ĐỊNH
説得,せっとく,persuasion,JLPT_1 JLPT,p@nzS4e%Pe,settoku,THUYẾT ĐẮC
切ない,せつない,"painful, trying, sad",JLPT_1 JLPT,Op2N@ZY@PL,setsunai,THIẾT
絶版,ぜっぱん,out of print,JLPT_1 JLPT,wscau>2!!B,zeppan,TUYỆT BẢN
設立,せつりつ,"establishment, foundation, institution",JLPT_1 JLPT,nV|*LLs6}!,setsuritsu,THIẾT LẬP
攻め,せめ,"attack, offense",JLPT_1 JLPT,lp+Bg:0JY+,seme,CÔNG
ゼリー,ゼリー,jelly,JLPT_1 JLPT,pUMI]4pC]5,zerii,
セレモニー,セレモニー,ceremony,JLPT_1 JLPT,ElF~:n|$Dm,seremonii,
世論,せろん,public opinion,JLPT_1 JLPT,cn7+uG:k{Q,seron,THẾ LUẬN
先,せん,"priority, precedence, previous",JLPT_1 JLPT,K[s:+C@-V{,sen,TIÊN
繊維,せんい,"fiber, fiber, textile",JLPT_1 JLPT,IoI]vI^@?E,sen'i,TIÊM DUY
全快,ぜんかい,complete recovery of health,JLPT_1 JLPT,jMG%U5Y*b],zenkai,TOÀN KHOÁI
宣教,せんきょう,religious mission,JLPT_1 JLPT,t2!m+EN<kt,senkyou,TUYÊN GIÁO
宣言,せんげん,"declaration, proclamation, announcement",JLPT_1 JLPT,N*Sn3]6F}u,sengen,TUYÊN NGÔN
戦災,せんさい,war damage,JLPT_1 JLPT,g*>*T{UX8V,sensai,CHIẾN TAI
専修,せんしゅう,specialization,JLPT_1 JLPT,iF/[EjL/PH,senshuu,CHUYÊN TU
戦術,せんじゅつ,tactics,JLPT_1 JLPT,fClOu9u4S.,senjutsu,CHIẾN THUẬT
センス,センス,"sense (for music, style, tact, etc.)",JLPT_1 JLPT,kOf@Kc#S!?,sensu,
潜水,せんすい,diving,JLPT_1 JLPT,kXmApIVn4{,sensui,TIỀM THỦY
全盛,ぜんせい,height of prosperity,JLPT_1 JLPT,PA4!?*R&)6,zensei,TOÀN THỊNH
先代,せんだい,"family predecessor, previous age, previous generation",JLPT_1 JLPT,A@$Xh`C*#q,sendai,TIÊN ĐẠI
先だって,せんだって,"recently, the other day",JLPT_1 JLPT,bpeAMs`g=B,sendatte,TIÊN
先着,せんちゃく,first arrival,JLPT_1 JLPT,s5`[<)lze/,senchaku,TIÊN TRỨ
前提,ぜんてい,"preamble, premise, prerequisite",JLPT_1 JLPT,M^(]5)Q28q,zentei,TIỀN ĐỀ
先天的,せんてんてき,"inherent, congenital, hereditary",JLPT_1 JLPT,e8-*cxos*(,sententeki,TIÊN THIÊN ĐÍCH
前途,ぜんと,"future prospects, outlook, the journey ahead",JLPT_1 JLPT,rUv_dSLlLH,zento,TIỀN ĐỒ
戦闘,せんとう,"battle, fight, combat",JLPT_1 JLPT,LE#Z8!)h7>,sentou,CHIẾN ĐẤU
潜入,せんにゅう,"infiltration, sneaking in",JLPT_1 JLPT,jwMP<D<nu+,sennyuu,TIỀM NHẬP
船舶,せんぱく,ship,JLPT_1 JLPT,yT?Wj-:Bft,senpaku,THUYỀN BẠC
全滅,ぜんめつ,annihilation,JLPT_1 JLPT,gs]{cpbeS;,zenmetsu,TOÀN DIỆT
専用,せんよう,"exclusive use, personal use",JLPT_1 JLPT,E|;c&Jmrd8,senyou,CHUYÊN DỤNG
占領,せんりょう,"occupation, possession, have a room to oneself",JLPT_1 JLPT,N-V{tXojX`,senryou,CHIÊM LĨNH
善良,ぜんりょう,"goodness, excellence, virtue",JLPT_1 JLPT,eGNEV*g</#,zenryou,THIỆN LƯƠNG
戦力,せんりょく,war potential,JLPT_1 JLPT,jsYNJMtfV.,senryoku,CHIẾN LỰC
前例,ぜんれい,precedent,JLPT_1 JLPT,z6IRT7DoRm,zenrei,TIỀN LỆ
相応,そうおう,"suitability, fitness",JLPT_1 JLPT,Cm`/n`5$^$,souou,TƯƠNG ỨNG
総会,そうかい,general meeting,JLPT_1 JLPT,v.Q]y8[=}p,soukai,TỔNG HỘI
創刊,そうかん,"launching (e.g., newspaper, first issue)",JLPT_1 JLPT,k7n}7cIr>q,soukan,SANG KHAN
雑木,ぞうき,"various kinds of small trees, assorted trees",JLPT_1 JLPT,K-dqvXawa`,zouki,TẠP MỘC
早急,そうきゅう,urgent,JLPT_1 JLPT,xFEe8[1r^m,soukyuu,TẢO CẤP
早急,さっきゅう,urgent,JLPT_1 JLPT,n`GeYo>FBk,sakkyuu,TẢO CẤP
増強,ぞうきょう,"reinforce, increase",JLPT_1 JLPT,"rV,>ZZ=T]Q",zoukyou,TĂNG CƯỜNG
送金,そうきん,"remittance, sending money",JLPT_1 JLPT,bDXNFraL0R,soukin,TỐNG KIM
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",JLPT_1 JLPT,E{T/IqjEfE,soukou,TẨU HÀNH
総合,そうごう,"synthesis, generalization",JLPT_1 JLPT,nY;2hmT##_,sougou,TỔNG HỢP
捜索,そうさく,"search (esp. for someone or something missing, investigation)",JLPT_1 JLPT,Q:2J1qwTVc,sousaku,SƯU TÁC
蔵相,ぞうしょう,Minister of Finance,JLPT_1 JLPT,fn1-ZB(4T-,zoushou,TÀNG TƯƠNG
装飾,そうしょく,ornament,JLPT_1 JLPT,QA)=&Wj6HM,soushoku,TRANG SỨC
増進,ぞうしん,"promoting, increase, advance",JLPT_1 JLPT,IZpN7AL;vh,zoushin,TĂNG TIẾN
相対,そうたい,relative,JLPT_1 JLPT,I!n?!w[?BY,soutai,TƯƠNG ĐỐI
壮大,そうだい,"magnificent, grand, majestic",JLPT_1 JLPT,"mVUTF,w/3&",soudai,TRÁNG ĐẠI
騒動,そうどう,"strife, riot, rebellion",JLPT_1 JLPT,f=viWAh8g@,soudou,TAO ĐỘNG
遭難,そうなん,"disaster, shipwreck, accident",JLPT_1 JLPT,E:/^OnBk`,sounan,TAO NAN
相場,そうば,"market price, speculation, estimation",JLPT_1 JLPT,sA7SWg(`IK,souba,TƯƠNG TRÀNG
装備,そうび,equipment,JLPT_1 JLPT,k;e~1ueRAo,soubi,TRANG BỊ
創立,そうりつ,"establishment, founding",JLPT_1 JLPT,jki@VUPP0r,souritsu,SANG LẬP
添える,そえる,"to add to, to attach, to accompany",JLPT_1 JLPT,"h,nxD[s(P9",soeru,THIÊM
ソース,ソース,source,JLPT_1 JLPT,tTpwt)2AmK,soosu,
即座に,そくざに,"immediately, right away",JLPT_1 JLPT,P;B^M<8:(U,sokuzani,TỨC TỌA
促進,そくしん,"promotion, acceleration, encouragement",JLPT_1 JLPT,qh4@1q0m.W,sokushin,XÚC TIẾN
即する,そくする,"to conform to, to agree with, to be adapted to,",JLPT_1 JLPT,t:DoS~nc0!,sokusuru,TỨC
束縛,そくばく,"restraint, restriction, confinement",JLPT_1 JLPT,l|/yaf0Kt?,sokubaku,THÚC PHƯỢC
側面,そくめん,"side, sidelight, lateral",JLPT_1 JLPT,g+c1Ex)t~@,sokumen,TRẮC DIỆN
損う,そこなう,"to harm, to hurt",JLPT_1 JLPT,lT+Npb!3tv,sokonau,TỔN
そこら,そこら,"everywhere, somewhere",JLPT_1 JLPT,sWp/2)qrjX,sokora,
素材,そざい,"raw materials, subject matter",JLPT_1 JLPT,k+jer~`){},sozai,TỐ TÀI
阻止,そし,"obstruction, check, hindrance",JLPT_1 JLPT,H_Bg*f2w~u,soshi,TRỞ CHỈ
訴訟,そしょう,"litigation, lawsuit",JLPT_1 JLPT,r473?K:c)w,soshou,TỐ TỤNG
育ち,そだち,"breeding, growth",JLPT_1 JLPT,I7y!o0nH<>,sodachi,DỤC
措置,そち,"measure, step",JLPT_1 JLPT,wm=Ne<1R~K,sochi,THỐ TRÍ
ソックス,ソックス,socks,JLPT_1 JLPT,bW`v0lIx&{,sokkusu,
素っ気無い,そっけない,"cold, short, curt, blunt",JLPT_1 JLPT,m@~(NcJuf8,sokkenai,
外方,そっぽ,look (or turn) the other way,JLPT_1 JLPT,mx1|xYC`zo,soppo,NGOẠI PHƯƠNG
備え付ける,そなえつける,"to provide, to equip, to install",JLPT_1 JLPT,?a*256zVd,sonaetsukeru,BỊ PHÓ
備わる,そなわる,to be furnished with,JLPT_1 JLPT,f0#k].O9>M,sonawaru,BỊ
具わる,そなわる,to be furnished with,JLPT_1 JLPT,hS*=fc5g`d,sonawaru,CỤ
聳える,そびえる,"to rise, to tower, to soar",JLPT_1 JLPT,N#XbC.4.6E,sobieru,TỦNG
素朴,そぼく,"simplicity, artlessness, naivety",JLPT_1 JLPT,i)~;{+Y_4I,soboku,TỐ PHÁC
背く,そむく,"to run counter to, to go against",JLPT_1 JLPT,lwG+$Mpa}3,somuku,BỐI
染まる,そまる,to be dyed,JLPT_1 JLPT,D^_/a/#sXJ,somaru,NHIỄM
染める,そめる,"to dye, to color",JLPT_1 JLPT,"u,7!Dp;dsk",someru,NHIỄM
そらす,そらす,"to bend, to warp",JLPT_1 JLPT,O/=U<S;HO[,sorasu,
そり (～にのる),そり (～にのる),"sleigh, sled",JLPT_1 JLPT,oD<qmOFt48,sori (~ninoru),
反る,そる,"to warp, to be warped, to curve",JLPT_1 JLPT,IJaW-#q2K8,soru,PHẢN
それゆえ,それゆえ,"therefore, for that reason, so",JLPT_1 JLPT,fd1U3Eqd0z,soreyue,
ソロ,ソロ,solo,JLPT_1 JLPT,r<H?#?:lfS,soro,
揃い,そろい,"set, suit, uniform",JLPT_1 JLPT,d$?[e]vP*A,soroi,TIỄN
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT_1 JLPT,IV/~qgGGDy,zonzai,
損失,そんしつ,loss,JLPT_1 JLPT,q}vnE8Gq;U,sonshitsu,TỔN THẤT
存続,そんぞく,"duration, continuance",JLPT_1 JLPT,k--fc+@]/s,sonzoku,TỒN TỤC
ダース,ダース,dozen,JLPT_1 JLPT,LJ)2+[0^`@,daasu,
対応,たいおう,dealing with,JLPT_1 JLPT,KZnf.&v={U,taiou,ĐỐI ỨNG
大家,たいか,"rich family, distinguished family",JLPT_1 JLPT,Nrwns(8SbS,taika,ĐẠI GIA
退化,たいか,"degeneration, retrogression",JLPT_1 JLPT,gPs^-F*IXX,taika,THỐI HÓA
大概,たいがい,"in general, mainly",JLPT_1 JLPT,h9/$[pq28V,taigai,ĐẠI KHÁI
体格,たいかく,"physique, constitution",JLPT_1 JLPT,F<F1njV;[$,taikaku,THỂ CÁCH
大金,たいきん,large amount of money,JLPT_1 JLPT,m_p4U|6#<L,taikin,ĐẠI KIM
待遇,たいぐう,"treatment, reception",JLPT_1 JLPT,F5l%#d#e`l,taiguu,ĐÃI NGỘ
対決,たいけつ,"confrontation, showdown",JLPT_1 JLPT,sKn[*vv=gw,taiketsu,ĐỐI QUYẾT
体験,たいけん,personal experience,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka,taiken,THỂ NGHIỆM
対抗,たいこう,"opposition, antagonism",JLPT_1 JLPT,Rd@pS:`}f/,taikou,ĐỐI KHÁNG
退治,たいじ,extermination,JLPT_1 JLPT,pC*Xx^dBSu,taiji,THỐI TRÌ
大衆,たいしゅう,general public,JLPT_1 JLPT,nog=kohV~>,taishuu,ĐẠI CHÚNG
対処,たいしょ,"deal with, cope",JLPT_1 JLPT,yMT#3SVsQ>,taisho,ĐỐI XỨ
退職,たいしょく,retirement (from office),JLPT_1 JLPT,zj2z79]QG@,taishoku,THỐI CHỨC
題する,だいする,to title,JLPT_1 JLPT,"F)V}e,NP?K",daisuru,ĐỀ
態勢,たいせい,"attitude, conditions, tendency",JLPT_1 JLPT,q2.f(w/7&,taisei,THÁI THẾ
対談,たいだん,"talk, dialogue",JLPT_1 JLPT,F(U~._UF.|,taidan,ĐỐI ĐÀM
大胆,だいたん,"bold, daring, audacious",JLPT_1 JLPT,NiV/^uCv:g,daitan,ĐẠI ĐẢM
対等,たいとう,equivalent,JLPT_1 JLPT,e2@L)L#}Hy,taitou,ĐỐI ĐẲNG
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT_1 JLPT,O<W!7i{%=i,dainashi,THAI VÔ
滞納,たいのう,"non-payment, default",JLPT_1 JLPT,"EVFf,lL5*1",tainou,TRỆ NẠP
対比,たいひ,"contrast, comparison",JLPT_1 JLPT,QS^fJ(5L6U,taihi,ĐỐI BỈ
タイピスト,タイピスト,typist,JLPT_1 JLPT,rgU6t{db}6,taipisuto,
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT_1 JLPT,M:e6p(bi4/,taibu,ĐẠI BỘ
大便,だいべん,feces,JLPT_1 JLPT,bxG(1E~XYm,daiben,ĐẠI TIỆN
代弁,だいべん,speak for another,JLPT_1 JLPT,MRN2]i=t=d,daiben,ĐẠI BIỆN
待望,たいぼう,"long-expected, waiting",JLPT_1 JLPT,qE#$km{TWt,taibou,ĐÃI VỌNG
台本,だいほん,"libretto, scenario",JLPT_1 JLPT,RgJye)6k}y,daihon,THAI BỔN
タイマー,タイマー,timer,JLPT_1 JLPT,Jpmdj[Dy-8,taimaa,
怠慢,たいまん,"negligence, carelessness",JLPT_1 JLPT,o+E(5HE.HE,taiman,ĐÃI MẠN
タイミング,タイミング,timing,JLPT_1 JLPT,xPwaZgIXR*,taimingu,
タイム,タイム,time,JLPT_1 JLPT,jbo*<.eMG[,taimu,
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT_1 JLPT,yP9[juCnL[,taimurii,
対面,たいめん,"interview, meeting",JLPT_1 JLPT,i`k./6SP4;,taimen,ĐỐI DIỆN
代用,だいよう,substitution,JLPT_1 JLPT,mu!!VPGcN/,daiyou,ĐẠI DỤNG
体力,たいりょく,physical strength,JLPT_1 JLPT,k5)wZQr4>y,tairyoku,THỂ LỰC
タイル,タイル,tile,JLPT_1 JLPT,ATn!+%/EU;,tairu,
対話,たいわ,"conversation, dialogue",JLPT_1 JLPT,dArvNg;d~A,taiwa,ĐỐI THOẠI
耐える,たえる,"to endure, to put up with",JLPT_1 JLPT,fX{nWJ2pLZ,taeru,NẠI
堪える,たえる,"to endure, to put up with",JLPT_1 JLPT,Lk-i;aQnR+,taeru,KHAM
絶える,たえる,"to die out, to become extinct",JLPT_1 JLPT,rTE!2k^D@,taeru,TUYỆT
断える,たえる,"to cease, to become extinct",JLPT_1 JLPT,Qs%N8rxgY7,taeru,ĐOẠN
打開,だかい,"solution, breakthrough",JLPT_1 JLPT,mQ|SYI%fP],dakai,ĐẢ KHAI
焚火,たきび,(open) fire,JLPT_1 JLPT,LcA{{ZbodA,takibi,PHẦN HỎA
妥協,だきょう,"compromise, giving in",JLPT_1 JLPT,"s%Avc+h,O*",dakyou,THỎA HIỆP
たくましい,たくましい,"burly, strong, sturdy",JLPT_1 JLPT,"P8,W5KAJY/",takumashii,
巧み,たくみ,"skill, cleverness",JLPT_1 JLPT,i]Z*A6(YX(,takumi,XẢO
丈,たけ,"length, height",JLPT_1 JLPT,enuUDdn`y|,take,TRƯỢNG
打撃,だげき,"blow, damage; batting (baseball)",JLPT_1 JLPT,"t;}gxU%<,g",dageki,ĐẢ KÍCH
妥結,だけつ,agreement,JLPT_1 JLPT,l2ZF^5r/@.,daketsu,THỎA KẾT
